rating,title,text,date,country
1,Worst courier now    In this month 3…,Worst courier now    In this month 3 boxes missing. Delivery   Guys doesn’t know how to doorbell.And customer service are good but only talking  but getting to the problem nothings resolve,"Jan 23, 2025",US
1,"they ""attempted"" to deliver my parcel…","they ""attempted"" to deliver my parcel aka the drive was gone before I could walk down 10 stairs. then when I selected redeliver they decided to take the parcel to a newsagents that is no where near my house. the women on the phone has informed me that it doesn't matter what you put into their  redeliver app, they will choose what they will do and deliver however they want","Jan 22, 2025",AU
1,Had 2 deliveries today,"Had 2 deliveries today, 1 from Royal Mail, 1 from ERVi, strange that the one from Fedex was attempted but I wasn't in!! This isn't the first time either, this company simply doesn't do the service they are paid for, they are so bad I'm thinking of reporting them to Trading Standards.","Jan 22, 2025",GB
1,Good luck getting help,"Once again FedEx screwed up.  I got a photo of my FedEx front door delivery.  The problem is, It wasn't My Front Door!I went around the neighborhood, no luck.Called customer support,  Automated BS, Hours passed, no follow-up. The say "" allow up to 2 days for response. That is unacceptable.","Jan 19, 2025",US
1,I work for a large Logistics company,"I work for a large Logistics company.  We receive packages every day via FedEx, UPS and many other delivery services.  On Monday, January 20, 2025, we had a driver stop by to deliver an extremely large pallet of shelving materials.  We have 2 docks (one of end of the building) where I work and were not asked which dock this needed to be delivered.Once our Purchasing Department instructed the driver to unload at the other dock, the driver said, ""That pallet is not going back on this truck!""  We received no heads up as to when the delivery would be made, nor did he check-in, as our drivers know to do when they arrive here.  This gentleman was extremely rude to the ladies who receive all incoming packages here.  His attitude told us he wasn't willing to do the necessary steps to complete the job.  We are very disappointed with a lot of drivers here, but this one drove us to submitting a negative review.","Jan 22, 2025",US
1,FedEx sucks,Driver pulls up at 12pm..i come out he drives away with out delivery. Now tracking disappears. Disappointed customer.,5 days ago,US
1,Worst shipping company of all,Worst shipping company of all. They never deliver on date they are suppose to. Always a delay. I watched my driver on the tracking app be within 5 minutes of my house but decide not to deliver.  If I buy things anymore I ask them to ship another shipping service. Fedex needs to be shutdown1,"Jan 19, 2025",US
1,They suck with delivery,"They suck with delivery. They have pushed my package back three days back to back each day. They guaranteed that I would receive my package each day but I still haven’t received it. They said that the weather is bad, but I’m in the same Town Where they are delivering at, and the weather isn’t bad at all. I’ve been driving around all day in the same place as the wear house","Jan 24, 2025",US
1,Fedex has gone down hill,"There is so much I can say about my experience with Fedex. I used to have no issues with them. I've lived in houses and apartments in different locations, and they've been able to deliver just fine with no issues. This past year has been horrendous. None of my packages were delivered successfully on the first attempt, and the door tags were left, signaling no reason as to why. I can barely ever access my FedEx Delivery Manager to update instructions on how to access my unit, and even when I can, it seems the instructions get ignored. I always have to pick up my packages from the nearest physical Fedex location and it's tiring. I pay a delivery fee just to have to pick it up every time. And don't get me started on their horrible customer service. Not a single time has an agent been helpful to me, even when I've managed to get past their guard post robot, which almost refuses to let you speak to a representative past providing your tracking number and details. I have come to the point of being so frustrated with Fedex that I refuse to shop at companies that use them to ship. I have no issues with other carries, even smaller local ones are easier to deal with. It's quite literally just Fedex.",6 days ago,US
1,Totally useless delivery service,Totally useless delivery service.  Just lies after lies.  They do say they deliver and no proof of delivery whatsoever.  Only being able to chat with a robot. Company should be banned to work in the UK.,"Jan 23, 2025",GB
1,The most unreliable shipping company…,The most unreliable shipping company I've ever dealt with.  They rarely deliver on the day they're suppose to.  I was to receive a box of food from Hello Fresh on Saturday and it didn't arrive until the following Tuesday. They have lost my meds from my mail order pharmacy. Today I was informed  my Hello Fresh order would arrive. Now I've been informed it's delayed. This is a package that contains meat and vegetables.,"Jan 19, 2025",US
1,No apology for their mistake,"No apology from FedEx for incorrectly invoicing me £1000 and demanding payment for a part delivered to someone else in Dubai, 100% caused by their mistake in billing the wrong account. The least they could have done was apologise for the concern and taking up my time. We consumers deserve service providers who put people first. Self centred and self obsessed corporations like this deserve to be overtaken by companies who understand people and act with empathy.","Jan 18, 2025",GB
1,Their on-line manage delivery service…,"Their on-line manage delivery service is TOTALLY useless. I tried to access this using the email address they sent me notifications on and their system could not find it, totally crap!! I would like to change the delivery date so that they dont have a wasted trip, Utterly useless system, I would NEVER use Fedex EVER","Updated Jan 21, 2025",GB
1,YOU ARE A TERRIBLE COMPANY!!!!,"YOU ARE A TERRIBLE COMPANY!!!!! There is no way to speak to a human being when calling in and no way to chat with a live agent. There are no simple tricks to bypass the system that hangs up on you and this is after they FAIL to deliver a package you paid 30 bucks extra to have delivered overnight. AT LEAST 6 out of 10 packages by FedEx are late or do not come at all and when you TRY to get more info by speaking to a human, they hang up on you. HOW ARE YOU STILL IN BUSINESS? I will make it my mission to convince ANYONE that will listen to NOT utilize your service...if you can call it a service.","Jan 23, 2025",US
1,Fed-Ex is the worst delivery company ever.....,Fed -ex can never delivery like UPS. Every time I receive a package from fed-ex. They can never put package in my yard. They leave it set out on street side of my fence. They have left packages in the rain when covered porch is 5' away. Multiple times. Fed-Ex is the worst delivery company ever.,"Jan 20, 2025",US
1,FedEx has the incompetent people…,FedEx has the incompetent people working for them. They refuse to leave packages where customer instructed. Plus they put packages at incorrect addresses and do not pay for their mistakes,7 days ago,US
1,This company needs to be way more…,"This company needs to be way more careful when it comes to dropping off packages.I bought a $1200 piece of Electronic music gear with built-in speakers and a touchscreen and when it arrived it shook my whole house. The speakers haven’t worked right out of the box and honestly, the speaker would be the first thing that gets disconnected if it gets slammed on the ground. Now I wanna get a refund on this product and I don’t even know if I can at this point. How easy is it just to softly put a package on the ground I even have a chair on my porch that most people drop packages off on. People pay good money for things to get shipped and chances are they really don’t appreciate you breaking their product before they even get a hand on it.","Jan 21, 2025",US
1,Awful company!,"Awful company!! I live in an apartment building, have provided my buzz number not once, but TWICE. Even updated my address to include the buzz number. My parcels are always a week late. They are never expected when the company you order from, says they will arrive. I feel bad for leaving a bad review with the company I ordered from, but, as long as they use FedEx, it will always be a one star. I've complained twice but this has gotten me nowhere. Fedex SAYS they are delivering my parcel, but, they come back to the building just to stick a note on the door stating that I have to go pick it up. You were coming this way, anyways...I'm not sure why you can't just drop off my parcel. I had to wait an entire week to get my parcel, and the company advised only 3 days. I watched the tracking get bounced all over the place because they are too lazy to enter buzz codes or go into apartment buildings. If anyone is looking for a reliable courier service that has no problem delivering even to apartment buildings, choose DHL, Intelcom or Dragonfly. In addition, I have attempted to sign up for the Delivery Service Manager to avoid future issues, and there is an option for apt number and buzz code. I enter that info and press ""Save"", and then a notice comes up telling me that they can only deliver to residential areas and to please put in a residential address. Okay....so, why even add the option for buzz code and apartment number?",6 days ago,CA
1,FedEx is the worst delivery service…,FedEx is the worst delivery service ever.Package was supposed to be delivered 2 days ago and it snowed. Schools were canceled and USPS did not deliver that day. Since then The schools have resumed and USPS has delivered packages to my door even with snow on my driveway yesterday.FedEx notified me it will not deliver for another 3 days due to weather.,"Jan 17, 2025",US
1,Was supposed to receive a package today…,Was supposed to receive a package today now pushed to another day later... Disappointed... UPS and USPS are always on time even earlier....,"Jan 23, 2025",US
1,Zero stars,"If I could give less than one star I would! Paid $87 to have a package shipped for the next day to the US, from Canada, and it didn’t even leave Canada for 6 days, arrived 7 days late. I filed to get my money back and still waiting for my refund. Been passed around to multiple customer service reps, nobody seems to be able to figure out why I can’t just get my money back.What a joke. Don’t waste your precious time or money!!!",6 days ago,CA
1,This company is a joke,"This company is a joke. They lie about attempted deliveries. I want nothing to do with this company anymore. Save yourself the headache and choose a more reliable provider.""","Jan 23, 2025",GB
1,WORST EXPERIENCE IN BRAZIL,"WORST EXPERIENCE IN BRAZIL. COST ME 86.40 POUNDS FOR SOMETHING THAT SHOULD HAVE BEEN DELIVERED IN 3 DAYS. TONS OF EXCUSES, INCOMPETENCE, LIES. TOOK 19 DAYS TO BE DELIVERED TO.........THE WRONG ADDRESS ON THE TOP OF IT ALL.  BEEN MISLEAD FOR 3 WEEKS ON THE WHEREABOUTS OF MY PARCEL. TOTAL CHAOS. HAD TO WAIT IN MY HOTEL ROOM OVER 2 WEEKS BECAUSE I WAS TOLD A BUNCH OF DIFFERENT DATES ETC.... RUINED MY HOLIDAY PLANS. KEEP AWAY FROM FEDEX PLEEAASE.","Jan 21, 2025",GB
1,FedEx sucks,FedEx sucks. It’s the worst. They scan packages as delivered when they are clearly not. When I contacted customer service they had the audacity to imply someone (a Walgreens employee) took the package. Had the package delivered to a FedEx pickup location (Walgreens). Received confirmation from FedEx and shipper that package was delivered. Went to try and pick it up at Walgreens and no package was there. When I asked FedEx for proof of delivery there was none. Very suspicious. I don’t believe a Walgreens employee took the package. Why would there be no proof of delivery. Maybe the FedEx driver scanned it as delivered and took the package since they want to be implying people taking packages. Just very suspicious. They take no accountability whatsoever and just say to contact the shipper. Luckily my shipper is a big company and made it right for me even though I feel they should make FedEx responsible. I love the company but hate that they use FedEx most of the time. I know I’m not the only one not getting my packages. I hope they stop using FedEx. They fxxx up 9/10 times and that is the reason for the review today. Plenty of opportunities for them to have shown improvement and they just didn’t.,6 days ago,US
1,FedEx keeps breaking my glass top delivery,"Currently and apparently will be waiting on a third round of a package delivery attempt because fedex keeps breaking it the moment it’s due to be delivered somehow. A glass table top I’m sure should have fragile labels all over the box so why does FedEx keep handling it poorly. I’m trying to convince the shipper to use a different Carrie because FedEx sucks 100% and according to the rest the mess reviews and Reddit and my own horrible experiences, FedEx needs to go out of business and leave the shipping game. Just let ppl make photo copies. It’s the only thing you’re good at. Escalating issues doesn’t do anything because they never have any answers just weak apologies.","Jan 18, 2025",US
1,I came here to give a bad review but…,"I came here to give a bad review but obviously it’s not news to anybody, they lie, they fail to deliver on time, impossible to talk to someone n the virtual assistant is as useless as the rest of the company! The pony express was probably more reliable!","Jan 21, 2025",US
1,MISLEADING AND DISHONEST BUSINESS…,"MISLEADING AND DISHONEST BUSINESS PRACTICES! FedEx needs to stop charging outrageous prices for service that they cannot and do not provide or guarantee! They take your money and then screw you with no consequences!  We needed to ship a package on Monday to get to the destination by Wednesday for a show. It was useless to even ship the item if it couldn't be there on time.  Shipping to arrive on Thursday was $14.58 but we paid $58.95 to make sure it was there by Wednesday.  They didn't deliver until Thursday, the item missed the show, cost us more revenue, but still charged us for Wednesday delivery and refuse to reimburse us for charging an outrageous amount for a service they didn't even provide. We weren't even asking for a full refund.  We were fine with paying the $14.58 for the service they actually provided even though I still could have shipped for less with other services if I wanted it there late! First and last time I will ship with them! They are all about taking your money but not providing the service you paid for and have no empathy for the distress they are causing customers. I looked it up and Frederick W. Smith (who founded FedEx) has a net worth of 6.2 BILLION in 2025!  He is stealing from people struggling to get by just to fill his pockets! Zero stars for caring about customer service! Wouldn't it be worth it to refund the extra money they charged me and keep future customers? They are going to lose way more money in the long run. I have no idea how this company has an A+ rating on BBB with 1 star. They are a real company but they are advertising fake services. They will charge you for shipping but get it to the destination if/when they feel like it.",3 days ago,US
1,So FedEx was doing a great job…,"So FedEx was doing a great job delivering to us this summer and fall. We were the lucky few in the Sparta, Hancock County Ga area. I received a replacement cell phone on time and delivered to my front door and I signed for it, this was the last of the good service. The following week my wife's replacement cell phone was left at the end of our long rural driveway when we were home and the driver said we signed for it. Not. Then another package delivered at the end of the driveway and now a package that has been ""0n the truck and out for delivery"" for the last 2 weeks.  Seller has now said that they will credit us, but FedEx has just hurt a local American made company by their incompetent delivery management and corporate greed.","Jan 19, 2025",US
1,My package was supposed to be delivered…,My package was supposed to be delivered on Wednesday 1-15-25  and the weather was perfect. Then it was supposed to be delivered today but FedEx states hazardous weather. It's a lie the weather in the area was perfect again. Not delivered so my package is sitting in Cumberland MD a hour away from me and it's snowing tonight so I probably won't get it again tomorrow. My package also has stuff that will spoil and tomorrow will be 5 days it's beef stuck in shipping. I will never let anyone ship via FedEx to me again.,"Jan 17, 2025",US
1,The WORST AND THE MOST UNPROFESSIONAL…,"The WORST AND THE MOST UNPROFESSIONAL SHIPPING COMPANY. They better CLOSE their business if they have such a poor quality of everything, services, customer service! LITERALLY DEGRADED SERVICE IN EVERYTHING! I will stop shopping from ANY WEBSITE THAT DEALS WITH FEDEX AS THEIR SHIPPING COMPANY!  This included FRAFETCH!!!POOR UNPROFESSIONALS AND I WILL SPREAD THE WORD!","Jan 17, 2025",AE
1,They lost my package and still owes me…,"They lost my package and still owes me money from the taxes I paid, for the package I didn't recieve, 2 months ago.Completely incompetent. Will never use them again. Avoid at all cost.","Jan 23, 2025",DK
1,Do not ship with this company the usps…,Do not ship with this company the usps is better than FedEx.,2 days ago,US
1,Bad Tracking of packages,I received a email from FedEx claiming they lost a package being shipped to me. Problem: apparently FedEx does NOT keep accurate records since FedEx cannot tell me who is the sender of package. Not very helpful @ all.,"Jan 22, 2025",US
1,Worst service ever,"Worst service ever! My parcel was supposed to be delivered on the 6th of January 2025 it has been stuck at customs since the 8th and today it is the 17th of January. Instead Marcell Ankli keeps sending emails of wanting proof of payment which I submitted later on they told me goods should not exceed 150 euros and the total for my goods is 145 euros and s/he said it’s just an estimation 😡😡 am very annoyed by their customer service. I called the numbers given and I was told I will be transferred to customs and no one picked up the phone, I wrote emails, forms and even chat with their robots no one is helping me! I just want my parcel.","Jan 17, 2025",HU
1,SCAMMERS! AVOID! AVOID! AVOID!,"I didn’t receive my delivery sent from Italy, and FedEx have sent me multiple invoices for £88 duty tax. I spoke with one of their operatives and explained the situation, who wavered the cost and closed the case which was followed by a case closed confirmation email. FedEx continued to send me invoices, and I’ve explained over and over again the situation, and shared the case closed confirmation email, but yet they still won’t acknowledge it. I’ve now received a letter from the debt collectors.I will not be bullied into paying for a service that I didn’t receive.Absolutely disgusting!","Jan 18, 2025",GB
1,They offer the shittiest services ever,"They offer the shittiest services ever, they won’t clear the customs nor be bothered about it and when you call them they just pick the call up and leave it aside for minutes and then you gotta start the process again coz they would just hang up out of kowhere","Jan 22, 2025",GB
1,Package that will never arrive,I had an overnight package that was to be delivered last Thursday. Today is Saturday and the driver has yet to an attempt to deliver it. Fed ex become to worst shipper. When you call the 800 number they route to India or the Philippines. You can’t speak to a person the US.  And American company that just doesn’t care about the people that has supported their business all these years.  What a shame.,"Jan 18, 2025",US
1,Unbelievably bad customer service.,"My package was to be delivered on January 22nd (tracking number436469310119) . I stayed home and sat 10 feet from my front door waiting from 7am because I am hard of hearing and have no doorbell. Around 2pm I looked outside and found a door tag. On my front door I had put a large note saying ""hard of hearing, please knock loudly"". There was no knock. I would have heard it, and so would my dog. So...I called Fedex to try and get the driver to return and got someone from somewhere in Asia who I could not understand. I then went online to have the package delivered to a local Fed Ex store the next day but it didn't get delivered and there was no update in the system. Here it is, two days later and still no package and no word from FedEx. I am beyond disgusted. I called the company I bought my item from (B&H Photo) and logged a complaint about Fed Ex, and I'm sure I wasn't the first. How a company in this day and age can be so sloppy, so insensitive to customers' needs and so unreliable is beyond me. I get packages from other shippers like UPS, USPS and Amazon and have never had a problem with them. Those shippers always give me a rough time frame for the deliver too so I don't have to sit by my front door all day. No such luck with Fed Ex.",7 days ago,US
1,FedEx refuses to pay for me for package they lost in transit and marked as “delivered”,Delivery driver said package was “delivered” but I never received package . With delivery notification it had a picture of a package in front of a door ( who knows whose door ?! But not mine .) Since the driver said it was “delivered” FedEx will blindly and unwaveringly not consider reimbursing me for the package that was lost/stolen by their employee.,"Jan 18, 2025",US
1,If I can give them a zero,"If I can give them a zero. I would. Not just dated noted. It’s any time a package of mine is being delivered by USPS; I feel stressed. I actually have to cancel all plans to be sure I’m home and hopefully get my package. The USPS delivery people have got to be the most lazy unbothered workers aside from FedEx. How ironic this is a federal service.They won’t even ring the bell to notify. They’ll just leave the package outside or give it to anyone they see out there; maybe take a picture. Notification comes minutes later, so in that time, it can be stolen whether by them or a passerby. I don’t even think they allow a citizen to give delivery notes/instructions. But does that even matter. They don’t read the instructions. No respect.","Jan 19, 2025",US
1,Garbage service,"This time? Everytime! If you think that FedEx gives a crap about you or your product you are a fool! I payed for over night shipping, and a large charge at that, and it takes three days! WTF! And you think they will refund your money you are a fool again! Find another way from using these incompetent people! Again they could not give a shit less about you or your package! and here is my Tracking number 28454289486. I could have done a better job on my skateboard!","Jan 23, 2025",US
1,Even a 1 star rating seems too high,"Even a 1 star rating seems too high, since FedEx provided me with the complete opposite of a service. I have paid for a next day delivery with FedEx to send a gift package to a close family friend. I followed their instructions and dropped off the parcel well in-advance of the required drop off time (11am). As I found from the tracking information later, the parcel wasn't picked up the same day, as the collection had somehow already taken place (10am instead of 1pm). This meant the parcel delivery would have been delayed by a day, which I could honestly live with. That's the last I have heard of my parcel. A week later and many days past the ""estimated delivery date"" without any updates, I took the initiative to query the shipment and navigate FedEx's incredibly inefficient website to contact support. After getting ignored for days, I finally find out that my parcel was actually destroyed and FedEx won't be covering any fees or providing compensation, as they don't cover anything made of glass. Needless to say, I am left confused as to why I paid FedEx to smash up my parcel when I was fully capable of doing so myself. Lesson learned, next time I need to take out some stress and obliterate a box of goods - I can do so myself and for free. In terms of sending important parcels - use an actual shipping provider.","Jan 23, 2025",GB
1,If I could give a lower score I would,"If I could give a lower score I would. They charged a pack that was supposed to be 140$, $469 without telling me about the update in the price change. I would highly suggest going with a different shipping service!","Jan 22, 2025",US
1,FedEx is terrible,"FedEx damaged our initial shipment but left a note saying we were not home so we did not know they had returned our package to the shipper. Eventually the shipper let us know of the damage and sent a replacement, sadly also via FedEx. FedEx continued to delay delivery and to say we were not home when we were. For days. Their web site does not show enough detail to know where the shipment is. I finally heard a FedEx truck going up the street and spoke to the driver who was very nice and helpful. She indicated that she did not have our package but that another truck might. FedEx did not enable her to check on where it might be though.She suggested I call 800-GoFedEx so I did. Their phone line is scratchy and nearly unintelligible. The robot offers useless choices, makes incorrect guesses as to what you need, and thankfully eventually and without warning connects a live agent. The live agent escalated our case but whether anything will change remains to be seen.","Jan 17, 2025",US
1,Such a shame on what this company has become.,"So I generally don’t write these but have to share my experience with fed ex in the hope that they finally get it together. Most likely not, but, I’ll join the others leaving reviews. So had a package 2 weeks ago supposed to be delivered. Yep hit Twinsburg, immediately when to delayed and received 6 days later. Called and given excuses. Had a package supposed to come yesterday and was delivered to the wrong address. Called and started a claim and crickets since. Might I add, the pic of the delivery to the wrong house, the boxes were literally dumped in the yard and covered in snow. Have another that’s been coming, hit Richfield Ohio and immediately went from to be delivered to delayed and been sitting for 3 days with no update. Ya know, there was a time in the past when fed ex was the best. It was like oh paid a little extra but I can count on everything to run as it should. Unfortunately that’s not the case anymore and I will avoid Fed Ex at all costs. If I want to buy something and the only option is fed ex, then I will not buy that item or find something similar that will come by another carrier. Fed Ex is now the worst and I do hope karma comes around to them and their greed and lack of caring. We all work hard for the things we expect to be delivered on time and professionally but clearly Fed Ex does not care about the consumer at all. I truly hope businesses and companies see all these reviews and stop using Fed Ex. I’ll even pay extra to use another carrier knowing I can count on them. What’s the old saying, 3 strikes and your out 🤷🏻‍♂️",6 days ago,US
1,I’m a seller with eBay,I’m a seller with eBay. They’ve scammed me few times and I read many reviews from other sellers with similar problems with FedEx. I’ve stopped using them completely. Avoid them at all cost.,"Jan 21, 2025",US
1,Horrible customer service,Horrible customer service. I received three notifications stating that my phone would be at my house delivered 1245 to 245. My current phone doesn’t function. I work from home and need it for business who has a landline these days so at 10:40 I decide to leave the house and at 10:44. They decide to deliver my package two hours early I would’ve been home if I would’ve been told that was when it was going to be delivered now I have to wait another day. I am suing the pants off of them for one business day  and the amount of money that I make in one day is gonna be substantial to them. This is a big big mess up on their part and they are going to pay. I will be using UPS for the rest of my life and telling everybody to do the same in every single platform that I can give a terrible review I am going to do it as well as file a Better Business Bureau complaint,"Jan 19, 2025",US
1,Fedex sucks,I would give Fedex a negative -0 if I could. This is the worst delivery company in the world. They drop your packages off and don’t let you know. I had a large package delivered and now it’s missing because they didn’t put it by my door they put it somewhere else and someone stole it. I want to be compensated for my package.Fedex has gone to hell in a hand basket. They need to shut this company down asap. They are complete idiots with no common sense. Would they want someone to treat their packages like that? FedEx sucks!,"Jan 19, 2025",US
1,Stay away!,"I originally was sent a message saying that my parcel was going to be delivered between 08:20 - 12:20. This was then pushed back to before 6pm, then 7pm and then at 10pm it said it was still arriving before the end of the day! I had to take time off work to stay in for the delivery and it didn’t arrive.","Jan 17, 2025",GB
1,Failed to show for two pre-booked…,Failed to show for two pre-booked collections. Complete waste of time.,4 days ago,GB
1,Had an overnight a.m,"Had an overnight a.m. delivery guarantee and FedEx confirmed it via text , called and they have no excuse as to why it's late and could be up to 8 p.m.","Jan 23, 2025",US
1,I wish fed ex would go out of business,"I wish fed ex would go out of business. I have never had a good experience with them delivering. From putting boxes in a driveway in the pouring rain in a residential neighborhood and 10 steps would have been at my door to living in the country and not getting a delivery because of weather so I ask for it to be held at walgreens and them postponing a week for reprinting labels.  They are the absolute worst at delivering anything. I have to start planning which company I order from if they use fed ex, it's going to be a no for me","Jan 17, 2025",US
1,FedEx Refuses to Provide Essential Written Verification,"I am extremely disappointed with FedEx’s refusal to provide a written statement confirming that the shipping label associated with my purchase is invalid. Despite multiple calls and requests, FedEx insists on only sharing this information verbally, making it impossible for me to document the claim or pursue a proper dispute with my credit card company. This lack of official written communication has hindered my ability to seek any resolution. FedEx’s dismissive and unhelpful stance is unacceptable for a company of this size and reputation. I strongly urge others to exercise caution when relying on FedEx for accurate, documented support in similar cases.",4 days ago,US
1,I will not purchase anything that is…,I will not purchase anything that is being shipped FedEx . My order says it’s been out for delivery for 3 days …. Called customer service they told me to go pick it myself !!!,"Jan 17, 2025",US
1,Delivered my parcel with great big hole…,"Delivered my parcel with great big hole in side and broke an expensive beswick horse cost £414 in total, they say it’s not their fault so who’s fault is it?Never again will I use this service","Jan 17, 2025",GB
1,Garbage support,"Garbage support.  AI Bot will not allow you to speak with anyone without tracking number.  If you don't provide a tracking number it will hang up on you.  If you don't select an option it will hang up on you.  If you say something it doesn't understand...it will hang up on you.  This is  a common practice by the big three shippers, designed to claim customer support when in fact not much support exists.  If you happen to get through to support by pressing the right key sequence or waiting an hour on hold, you will be routed to a call center overseas where the fate of your call and your package will be decided by some soul working for pennies on the dollar.  Why did I call you may wonder?  Well I shipped a package today, only to receive an email greeting me with the receiver's name and my address at the recipient's address.  What was shown on my receipt when I left the Fedex retail store is the opposite what was sent to me in my ""confirmation"" email.  What a joke of a company.  No wonder Tom Hank's plane crashed.","Jan 17, 2025",US
1,The fourth time oug for delivery and…,"The fourth time oug for delivery and yet again, your package is running late. Can I give minus stars. Why are vendors still using this carrier","Jan 22, 2025",US
1,Completely unreliable,Completely unreliable. I have had nothing but issues with FedEx. I have an extremely hard time understanding why they are still in business and why companies still use them.,"Jan 18, 2025",US
1,Fedex can do better with communication,Shipped a box of Christmas gifts to my family in Canada. Box got stuck in Canadian Customs. Fedex requested the GAA form be completed to assist customs with clearing the box. Multiples calls and emails to Fedex Trade Networks Transport & Brokerage requesting the form. After 2 weeks Fedex finally sends the form. We send the signed form back over multiple days as Fedex claim they never received it only to find out the box has exhausted the time it can stay in customs. At no time did Fedex inform us of this expiry date. Fedex wasted valuable time by not sending that form from the beginning when we requested it. Now the box is being returned to the shipper. I paid a lot to have the box shipped from the US to Canada with Fedex only to have to do this again. Apparently the expiry date was Jan 17th and on Jan 18th I receive an email from Fedex stating  box has cleared customs and will be shipped to my family. I track the box and tracking state it is on route back to the US. I only hope I receive the box in one piece. Fedex do better!!,"Jan 18, 2025",US
1,DONT WAIST YOUR MONEY ON NETFLIX BUY THE FIRESTICK YOU WILL SAVE MONEY EVERY MONTH!!,"IM SURE THAT BY NOW EVERYONE HERD ABOUT THE INCREASE ON NETFLIX!!UNBELIEVABLE THIS COMPANY'S START CHEAP AND YEAR AFTER YEAR THEY START TO GET GREEDY. SO THEY DONATED 10 MILLION DOLLAR TO THE FIRED IN CALIFORNIA, I WAS VERY IMPRESSED WITH THEIR BIG DONATION, WHICH BY THE WAY I DONATED MY SELF AND I HOPE THAT YOU'LL HELPING AS WELL, JUST ANY LITTLE BIT YOU CAN GIVE IT WILL HELP....COMING BACK TO WHAT I WAS SAYING! SO NETFLIX DONATED 10 MILLION DOLLARS RIGHT?? NOW THIS COMPANY WANTS US TO PAY MORE MONEY A MONTH ARE YOU SERIOUS WHY NETFLIX WHY?? YOU PEOPLE DONATED 10 MILLION DOLLARS AND NOW WE HAVE TO PAY MORE MONEY FOR YOUR SERVICE!! THAT SOUNDS LIKE YOU WANT TO RECOVER YOUR 10 MILLIONS DOLLARS THAT YOU DONATED BY CHARGING US MORE MONEY.. UNBELIEVABLE HOW PATHETIC AND MONEY HUNGRY THIS COMPANY REALLY IS,, THEY MOVIES WITHOUT COMMERCIALS FOR $17 + AND WITH COMMERCIAL STARING AT $6.99+,  I DONT CARE ABOUT THE COMMERCIAL JUST BECAUSE ALL THE MOVIES WERE OLD AND FROM A DIFFRENT COUNTRY. BUT I GOT SMART, I CANCEL MY SERVICE PERIOD!!IS WASENT WORTH PAYING FOR THE JUNK THEY HAVE.. DONT THROW AWAY YOUR HARD EARN MONEY ON NETFLIX, BUY A FIRESTICK YOU CAN FIND THOUSANDS AND THOUSANDS OF MOVIES, COMEDY, SOAPS, DISNEY MOVIES AND CARTOONS FOR KIDS ETC.. DONT WAIST YOUR MONEY ON NETFLIX ANYMORE!! AT LEAST I DONT HAVE TO PAY A BILL TO NETFLIX EVERY MONTH..IF THIS WAS HELPFUL GIVE ME A THUMS UP👍","Jan 24, 2025",US
1,I was generous with the 1 star,"I was generous with the 1 star. That was only because their agents in Mount Laurel, NJ were polite. DO NOT EVER use FedEx to ship to México. They do not provide you with the correct forms when you ship. Then, the package arrives in México and they hold it hostage. I shipped a package to myself. It cost $350US to ship. I completed ALL the forms/information FedEx provided to me. The package arrived in México; but FedEx held it ransome for over 4 weeks and had the audacity to charge me $1,500 US to release my own items because they said that the customs forms were not completed correctly! I shipped the package on September 4, 2024. The customs laws changed on January 1, 2024. I don't believe that I as the consumer should have to be up on each country's customs laws. That should be the responsibility of the shipper who eagerly took my hard-earned money for the shipment. It just happened again to me. I purchased something from Ebay. The small package has been sitting in Mérida, Yucatán for the past 5 days because FedEx claims that the shipper did not complete the forms correctly! They are the WORSE shipper EVER. DO NOT USE them for international shipments, especially to México.","Jan 20, 2025",US
1,"Delayed,Delayed,Delayed","Delayed,Delayed,DelayedIf there is any possible way to make this happen FedEx Will Avoid this company and what is a complete lack of service","Jan 22, 2025",CA
1,Fedex is so bad that for the last…,"Fedex is so bad that for the last several years I cringe if they are the shipper. This is no exaggeration, EVERY SINGLE TIME they are the shipper, there is an issue: Not delivering when they're supposed to, delivering to the wrong address, leaving a package in my garage on the trashcan that required a signature, and today not delivering a package and claiming they attempted to while I sat here looking out the window watching the truck drive by without even stopping. If it was in my authority, I'd shut the entire company down. FK FedEx.","Jan 17, 2025",US
1,FedEx needs an overhaul,"I get a sick feeling in my stomach anytime I see that a package will be delivered to me by FedEx. In my town, they consistently deliver to the wrong address and the person there just keeps it. I’ve had to stand outside two days in a row to tell the driver that a package went next door to me. The idiot only relied on GPS while my house number is in big black letters on my porch and he still couldn’t get it right. The drivers just leave packages on the top step in plain sight or throw it when they could slide it to the right 6 inches to have it hidden from public but they leave it for all to see. UPS always delivers to the correct address and always slides our packages just out of sight from people driving or walking past our house. Their tracking is also much more accurate than FedEx tracking. It’ll say it’s due this day by a certain time when in fact, it’s 60 miles away at their warehouse. I’m thinking of not ordering anything from a business if FedEx is their carrier. They need to clean up their act by hiring more drivers who aren’t too stupid or lazy to use their eyes in addition to GPS, and who take more pride in the job they do. I’ve had to take packages to homes on the next block because they weren’t mine. Get it together, FedEx.","Jan 17, 2025",US
