rating,title,text,date,country
5,Sendle is absolutely amazing,Sendle is absolutely amazing! I don’t know what I did before finding it. I share it with all of my friends!!,"Mar 30, 2022",US
4,Sendle is easy to use,Sendle is easy to use as both pick up and drop off  are there for the package.customer service and online update for tracking the  shipment is very good.,"Mar 29, 2022",US
5,I would have given 10 stars speedy…,I would have given 10 stars speedy service salt n vinegar chips are wonderful and delicious recommend highly please buy,"Mar 28, 2022",US
5,Ordering process was easy,Ordering process was easy. Product arrived in good shape.,"Mar 28, 2022",US
5,Very kind seller!,Very kind and communicative seller! Received my items and I’m very happy with them.,"Mar 25, 2022",US
5,Cheap and reliable!,"Sendle is much cheaper than current prices at the postal office, and I'm glad they provide updates and a tracking number. Since paypal got rid of their shipping service, I'm glad this website is here.","Mar 23, 2022",US
1,Absolutely hopeless courier company !!,Absolutely hopeless courier company !!Unreliable and very slow . Not worth the trouble . Stay clear !!!,"Mar 23, 2022",AU
5,A day earlier than expected!,The package arrived a day earlier than the projected window. Very happy!,"Mar 21, 2022",US
5,Great service,Great service. Fast delivery. Thank you.,"Mar 21, 2022",US
5,I can't believe how fast my scroll…,"I can't believe how fast my scroll came. Packaged well with nice little personal touches. It looks great, well made we love it. All good.","Mar 21, 2022",US
5,Sendle has saved me at least $1-3 or…,"Sendle has saved me at least $1-3 or more per package, using USPS, and I had been using ground or priority for my packages for my business.  By them telling me when a package was delivered, I got an honest answer, instead of the business recipient lying and telling me days later they got it. This allowed me to not only keep that business I work with honest, but realizing how fast they got the package with USPS ground, I stopped using priority mail altogether! Thank you sendle! Also free shipping labels I print meant no waiting at Post office, I just drop off saving me time!!","Mar 20, 2022",US
5,It was easy as could be.,Order arrived as scheduled and product was exactly what I wanted. Great experience thanks again.,"Mar 17, 2022",US
4,I received the items quickly but the 2…,I received the items quickly but the 2 bottles were bent at the top of each one.,"Mar 16, 2022",US
5,Attn Psoriasis Patients,"Attn Psoriasis Patients. This is where you get the protective things in order to protect your skin. My husband loves his new Shin Guards and they do work. He constantly bumps his shins which is really bad because psoriasis will move to injured areas of the body. Injuries have to be limited by all means. These guards fit nicely over the shins-legs and protects the whole leg. I recommend these items to everyone. I am going to register the knowledge of these items with the National Psoriasis Foundation, so others can protect themselves too.","Mar 14, 2022",US
5,Thank you,Thank you first time ordering here so far everything is good and delivered on time,"Mar 14, 2022",US
5,Love,"Love, love, love their mustard!","Mar 12, 2022",US
5,"Great Job, my package 📦 was on time and not damaged",Thank you for the prompt delivery without any damage to my package 📦,"Mar 12, 2022",US
5,It was a great experience,It was a great experience. thank you!,"Mar 10, 2022",US
5,The doughnuts are delicious,The doughnuts are delicious. Thank you for the 5% coupon for my next order.Customer service was great.Keep up the good work.Cheryl Wood,"Mar 09, 2022",US
5,I received wonderful services,"I received wonderful services, speedy delivery services. My package wasn't damaged all item's were totally delivered with CARE!Thank you...","Mar 09, 2022",US
5,It was great need a copy of the receipt…,It was great need a copy of the receipt for my landlord to reimbursed me for the control board 😀👍 PLEASE AND THANK YOU VERY MUCH,"Mar 05, 2022",US
5,They delivered my item on time even…,They delivered my item on time even before due date like 4 days earlier with all this happening in the world. Great job sendle!,"Mar 04, 2022",US
5,Great experience,First time ordering from them. I was told my order would be 3 to 4 days I got it in 24 hours big plus nothing is wrong with it thus far. I immediately hooked it up and used it and currently using it now so it’s been great so far. I was updated throughout my delivery process and like I said it came extremely fast which is awesome,"Mar 04, 2022",US
5,Best Marsh mellows Ever,The image I asked for to be in the marshmallow turned out amazing!,"Mar 03, 2022",US
1,"Very disappointed in Sendle. Delay tactics for a lost package meant an angry customer, lost money, and product.","I used Sendle via Ebay to send a package. I dropped if off on the 10th with an expected 3-5 day delivery time.By the 17th the customer was annoyed at the delay. I escalated to Sendle and they said it would be picked up that day. I ran (literally) down to the delivery hub to see what the status was and it was no longer there - some courier had picked it up.By the 23rd, when tracking still indicated 'at the hub' I re-escalted and they opened an investigation. I checked daily and was told by March 2nd they'd have a resolution. On March 2nd when I chased, they said they just started an investigation and updated the tracking. Part of that was to email the customer asking if they got it, and also re-re-asking the Hub if it was there. Literally the first steps that should be occurring. Oddly they asked me the race, gender, appearance of the courier that picked it up...They were clearly grasping at leads.The disappointing thing is, since the customer was already annoyed, or the Sendle email went to spam, and did not respond Sendle assumes it was received and does not pay out the insurance claim.","Mar 01, 2022",AU
5,Good product,"Good product, price and packing. Quick delivery. Highly recommend","Feb 28, 2022",US
1,Extremely slow,Extremely slow. U can't compare it to priority usps because it takes way longer.,"Feb 28, 2022",US
5,Awesome 😎 Only way to describe.,Awesome 😎 Only way to describe.So happy with your service. Amazing 😁,"Feb 23, 2022",US
5,"""Sendle is easy to use and very…","""Sendle is easy to use and very convenient. It offers great value and one of the best for small business.""","Feb 19, 2022",US
5,Items arrived in timely manner and in…,Items arrived in timely manner and in excellent condition.,"Feb 18, 2022",US
5,Oh I love this box,Oh I love this box! I hope it never changes. Like all of the other ones seem to have done. This one is perfect. And I have referred it to all the ladies in my family. Thank you Eyescream,"Feb 18, 2022",US
5,My package arrived early and In great…,My package arrived early and In great shape!0Thank you!,"Feb 17, 2022",US
5,Excellent seller,Item came better than expected. Shipping was quick and packaging was carefully put together. Thank you!,"Feb 15, 2022",US
5,You guys are great,You guys are great! Ordered on Thursday and received on Monday with free shipping from Washington state to Washington DC.  Thanks!,"Feb 15, 2022",US
5,Super speedy delivery,Super speedy delivery. No problems. That’s all we want in a delivery service.,"Feb 14, 2022",US
5,This order was found on the property…,"This order was found on the property not anywhere near a mailbox or porch, but it was found by a shed!!!! I put in for “an investigation “ but it has been found! Not sure how to cancel the investigation!","Feb 12, 2022",US
1,Parcel never received and didn't refund,"Parcel never received and didn't refund the loss, they send me a claim form but after sending the claim they kept asking for more info, and then they stopped replying, please by all means stay away from Sendle, never use them again.","Feb 12, 2022",AU
5,high level of service,I haven't tried the products yet but the service was fast and wonderful! if the products match the level of service then I'll def. be back :). #supportsmallbusinesses,"Feb 11, 2022",US
5,Money Saver,"I had heard about Sendle before, but I was not sure if it may work for me. I'm glad I signed up because I have been able to save money. The site is also easy to navigate, and shipping is super-fast. You need to do it too :)","Feb 11, 2022",US
5,very fast delever,good product and very fast delever,"Feb 10, 2022",US
1,Package arrived smashed to pieces and…,Package arrived smashed to pieces and Sendle rejects claim for cover (when cover has been paid for) without any reason having been given all documents and photos proving the damage.,"Feb 09, 2022",AU
5,Package was delivered on time !!,"Package was delivered on time, and in perfect shape ! All went Great !!!","Feb 09, 2022",US
5,Lightning fast shipping.Couldn’t be any…,Lightning fast shipping.Couldn’t be any faster.Thank you!,"Feb 07, 2022",US
5,I am so pleased,I am so pleased!  Did I read somewhere if you order 3 you get 1 free!That would be great....Bless you,"Feb 07, 2022",US
5,Great service!,Ordered a gift package from Pennsylvania to my friend in Hawaii. It arrived in amazing time and with care. Thank you.,"Feb 07, 2022",US
5,After scrambling around for a ups all…,"After scrambling around for a ups all day to help ship my package I got frustrated, I finally found one and to send my package out was over $100 So my frustration grew so I hit the web and was able to come across sendle! They were quick, easy and very affordable! Will send be using them again!","Feb 03, 2022",US
5,Fasting shipping I ever seen will…,Fasting shipping I ever seen will continue to order,"Feb 03, 2022",US
5,This was the easiest shipping app To…,This was the easiest shipping app To use. I am not real technical. Everything was self explanatory and very easy! Loved it I will continue to use for all my shipping needs.,"Feb 02, 2022",US
1,Total waste of time!,Worst service ever! Don't use this for your business. It will drag you down. Doesn't come for pick up and no one answers from customer service. Wasted my entire week waiting for the driver until I ended up cancelling it. Will never use this again.,"Feb 02, 2022",AU
1,Been sending honey via couriers for 5…,Been sending honey via couriers for 5 years without any issues. No breakages or missing parcels. Thought I would give sendle a go as it appeared they would be cheaper. Not cheaper when parcels are received broken and a sticky mess. Honey jars are plastic with screw top lids and safety seals. Need to be handled terribly to bust them open and make them leak everywhere. I also sent 2 parcels to the same address at the same time.  One was delivered within 2 weeks and the other is still not delivered after 3.5 weeks. Customer service is terrible and if you want your parcel to arrive and arrive in one piece then DO NOT USE THIS SERVICE!,"Feb 02, 2022",AU
1,Do not use Sendle for the delivery of goods from Australia to NZ,"Do not use Sendle for the delivery of goods from Australia to NZ. Goods were held at Customs for over a month. Sendle did not notify the sender of this. Sender had to work directly with Customs, DHL and the local carrier to resolve the matter (which would have been avoided had Sendle provided the appropriate documents to Customs and DHL in the first instance (airway bill and invoice for delivery)). Goods were delivered over 2 months late. Customer support non-existent. Incredibly frustrating and disappointing experience.","Jan 31, 2022",NZ
5,very reliable,"very reliable, great prices, fast shipping","Jan 30, 2022",US
5,The package arrived safe & sound,The package arrived safe & sound.  Amazing service & beautiful product!,"Jan 29, 2022",US
1,To all Ebayers  out there It’s…,"To all Ebayers  out there It’s unfortunate that I had to give this company a one star rating that’s the only way I could write this review it’s taken them 2  months from November 29 until 29 January to try and find my parcel that was picked up from Melbourne coming to the Gold Coast let’s just say they don’t know where it is they don’t really care and they basically told me to go jump I paid for the item and they didn’t deliver and now they’re telling me I can’t claim because I was at the sender,the sender had done nothing wrong just Used the company that Ebay had provided so for future reference please use Australia Post or a different transporter and forget couriers please as they are the second company to sendle and they don’t even know where the parcel is , this is a company that can’t be trusted let alone manage the delivery of your item good luck to all who travel and use this company","Jan 29, 2022",AU
5,Fast delivery,Fast delivery. Very satisfied!,"Jan 29, 2022",US
5,Received it earlier then expected,"Received it earlier then expected, product was exactly as described.  Great condition & will be a return customer","Jan 29, 2022",US
5,tracking was easy and was delivered…,tracking was easy and was delivered when promised.  Great job!!,"Jan 28, 2022",US
5,"Easy, Well-priced, Awesome!","Easy to use, great pricing, awesome service! This was my first package with Sendle and I love how effortless the process was!","Jan 28, 2022",US
5,Wonderful service done right from your…,"Wonderful service done right from your home.have been very happy using it since 2019, Only this last week says I can’t mail , don’t understand  what’s going on at almost 88 years old I need someone to explain it. Went to the bank they can’t tell me any thing because there’s money that account is to do my Sendle  mailing with .Joan 949 581-0560.","Jan 26, 2022",US
5,Excellent,Just Excellent,"Jan 26, 2022",US
5,I was told that it might take over 10…,I was told that it might take over 10 days for this shipment to arrive.  I couldn't believe it when I saw the notification on my email that the items had been delivered.  I have electric gates in front of my property so they had to leave the box in front of the gates.  I went out front and surely - the box was there.  I was ecstatic.  This service was above EXCELLENT.  Thanks for a great job.,"Jan 26, 2022",US
5,Excelent.,Excellent.Good.,"Jan 25, 2022",US
1,UNRELIABLE COMPANY,I ordered my package on December 10th for Christmas and it is January 23rd with no delivery made on my order. I reached out to customer service on the 3rd of January who told me they would resend my package immediately but that never happened. Very unprofessional and unreliable. Do not choose this company to deliver your gifts to employees.,"Jan 23, 2022",US
5,PROMPT SERVICE,"EXCELLENT AND VERY PROMPT SERVICE EACH AND EVERY TIME . I RECOMMEND THIS SERVICE TO ANYONE WHO CARES ABOUT THERE PACKAGES , THERE GREAT !!!!!!!!!","Jan 22, 2022",US
1,Sendle International Melbourne to Auckland,We use Sendle for Domestic regularly and they have been great.  Recently we used their International Service to send a parcel from Melbourne to Auckland the booking and pickup was easy however since being picked up on 1/12/21 its seems to have disappeared we have spent hours doing online chats and emails but they cannot get this issue resolved.  We are fast approaching two months since it was sent and Sendle cant tell us where the package is.  Our reputation with our customer is shot.  We very cautious if you are using this service.,"Jan 21, 2022",AU
5,The very first time I experience your …,"The very first time I experience your  products was at Downtown San Diego Farmer's Market.I fell in love with the sprays and candles that's the reason why I purchased again.But, the best part is how Caitlin took her time to write specific instructions and a written Thank you on my receipt. I will continue to support your wonderful company and tell all my family friends and clients about such Beautiful Experience. Keep up the personal and genuine customer service experience.-Maria","Jan 20, 2022",US
1,I booked an overseas parcel which was never picked up 4 times.,I booked an overseas parcel with Sendle Australia and the courier failed to pickup the parcel 4 times. Very poor service and untrustworthy buisness.  Then I booked a parcel through DHL which reached overseas within 5 days.,"Jan 20, 2022",AU
1,Where do I start?,"Well, where do I start? I live in the UK and my family live in Australia, and as usual I ordered lots of different gifts for them at Christmas time.  On the 26th November 2021, I ordered a sportswear top for my son as his Christmas gift, and hadn’t received notification about it being delivered.  On the 19th December I enquired with Sendle if it had been delivered and then discovered that I’d made an error with the address, so informed Sendle of my mistake which they acknowledged and changed the delivery address.  There was no house at all at the number I had mistakenly put on the order. On the 31st December I had an email confirming that the gift had been delivered, immediately contacted my son who checked and it hadn’t been delivered so I set up an investigation with Sendle.  The “missing” parcel was found! Yaayy!! On the 9th and 10th January, the couriers attempted delivery at the property where there was no house! So I contacted Sendle again through the live chat and whilst on the chat, a very helpful customer happiness team member named Lucille, sent an email to their couriers telling them of the correct address.  On the 11th January the tracking page was updated and nothing happened at all. I informed Lucille that my son was moving house on Friday 14th Jan so it would have to delivered before then.  Today, they have delivered his Christmas gift, you guessed it right, to the address where there isn’t a house, so they left it at a completely different address on the same street! It is with absolute luck that the lady who took the delivery, phoned my son and he has now been and collected the parcel.  The thing I find most odd is that my sons phone number was on the parcel but at no time, in the 4 times that Sendle’s third party couriers were trying to deliver to a none existent property, have they picked up the phone and asked what the correct address was!! There are some serious practices that need reviewing and updating with Sendle and their partner couriers.  Totally unacceptable and terrible parcel delivery service! Avoid!","Jan 17, 2022",GB
1,Worst delivery company to deal with,"Worst delivery company to deal with, DO NOT USE,","Jan 17, 2022",AU
1,Missed my delivery,Missed my delivery. I have requested to redeliver a week a ago with no reply & I can’t get in contact with this company to try and see what ha happened. It just says that you have made a request & that’s it . Where’s the so called support?,"Jan 16, 2022",AU
5,Marvel Name Decal,Easy to put in up and great bright colors,"Jan 16, 2022",US
5,Affordable price and great service.,Affordable price and great service.Thanks a lot Sendle,"Jan 15, 2022",US
5,This was my first time using Sendle,This was my first time using Sendle. The price was much lower than other shipping services. Shipping was smooth. And the package got to the receiver before the expected date. I’m very happy with my experience.,"Jan 15, 2022",US
5,Item exactly as portrayed,Item exactly as portrayed. Really fast shipping. Item priced very fairly as was shipping.,"Jan 14, 2022",US
5,Great transaction/1,I got some leggings that were just like new. They were a great price and came quickly.,"Jan 14, 2022",US
5,Timely arrival and items packed with care!,"Pleasantly surprised! Best price I found any where on the web. Almost seemed to good to be true. Just crossed my fingers and ordered. AWESOME!! Items arrived in a timely manner, packed with care, and in great condition! Very happy with my first time experience. Thank you!","Jan 13, 2022",US
5,I love using Sendle to send my homemade…,I love using Sendle to send my homemade goods. So easy to use and cheaper than usps. Also the customer service is great and the site is so much easier to get around on than usps.,"Jan 11, 2022",US
5,I was really overwhelmed looking up…,"I was really overwhelmed looking up shipping options online, Sendle made it super easy and affordable. I loved that I got a follow up email to notify me of the delivery as well. I'll definitely continue to use this service!","Jan 11, 2022",US
5,Perfect!,"Wow!  Just opened the box with our daughters necklace inside.  I am fighting back the tears!  Our daughter’s nickname is Ellie Bug and she is getting married August 2022.  We wanted her to know she would “Forever be our Ellie Bug,” even though she is leaving home to start her new life. The necklace is perfect in every way!  Absolutely lovely! Thank you so much!","Jan 07, 2022",US
5,good seller good price super fast…,good seller good price super fast delivery,"Jan 06, 2022",PR
1,Parcel disappeared,"Parcel disappeared, Sendle have been impossible to get in contact with, and when I do manage to get a response from them, it is automated. I am at a loss as to how this company has not been shut down already, their service is simply that bad. Between terrible service, and corporately curating positive reviews on sites like these to try and portray them as something that they are not, I'm utterly astounded at the poor level of service that I have received. I mean... some companies just have bad days, but the level of consistently poor service that they provide... that's not a mistake. It's by design. If you're considering using them for shipping, dont. If you're considering shopping with a retailer who uses them, dont - instead, request they use ANYTHING ELSE apart from Sendle. It's honestly not worth the hassle.","Jan 06, 2022",AU
1,Terrible service and terrible couriers,"Terrible service and terrible couriers. First order went like a dream but ever since then it’s been a nightmare. The drivers don’t turn up and after three days trying to get onto customer support is almost impossible, no phone number just a horrendous chat bot. When you do get someone on chat they just tell you the driver is coming or they rebook it. Will be closing my account.","Jan 05, 2022",AU
5,Sendle is great,"Sendle is great, my mom uses it to send stuff and I get it on time and with the shipment / delivery notifications.","Jan 04, 2022",US
5,Excellent services....please give some…,"Excellent services....please give some more  options in selecting weight of packages like 3lb,4lb,6lb,7lb etc and have prices accordingly..","Jan 02, 2022",US
5,I had the best experience with this…,I had the best experience with this company. Customer support was amazing and the shipping prices are great. Would definitely recommend.  A+,"Dec 30, 2021",US
5,Consistant quality you can depend on.,"Consistant, quality service every time, and at discounted rates. I love Sendle.","Dec 28, 2021",US
5,This is excellent fast service and…,This is excellent fast service and delivery. It is excellent care package.,"Dec 28, 2021",US
5,its great!!i have no words!!!!!!!,its great!!i have no words!!!!!!!! fast shipping!!!!!!!!!!!!1,"Dec 28, 2021",US
5,Thank You.,Thank You So much. I wish that I had a way writing my opinion to E Bay. I have question that I cannot find on your website,"Dec 27, 2021",US
1,It’s the first time using this service…,"It’s the first time using this service and they lost my package.Contact with a help desk is vague and off-shore. Feels like you’re dealing with a bot with generic responses. For example, they asked for my feedback on their customer service, despite having an active an investigation on trying to locate the package I’d sent.The case was officially closed today. Package deemed lost 21 days after the courier picked up the parcel for an interstate delivery.Poor customer service, poor online portal for tracking packages.","Dec 27, 2021",AU
5,Delivered ON TIME!!,"At a time when sooo many retailers and shippers are warning about delayed deliveries, it was an absolute delight to get these in time to give them for the holiday!!!  Thank you!!","Dec 24, 2021",US
2,Thank you for keeping your costomer…,"Thank you for keeping your costomer promise, the order was finally delivered.","Dec 23, 2021",US
5,Delivery arrived just in time for…,Delivery arrived just in time for Christmas the size was just right I was very satisfied with the quality of the leather.  Thank you so very much,"Dec 23, 2021",US
5,Had a great experience with Sendle,"Had a great experience with Sendle! Placed an order on December 18th, not really expecting it would arrive before Christmas. It was sent from Florida and arrived in Arkansas on the 22nd! It only took 5 days to arrive during a very busy time of year, in perfect condition, no delays and daily notifications - color me impressed!Will use again 👏","Dec 23, 2021",US
1,Missing parcel / delivery not received,Delivery was attempted around 7:30pm last night.I was at home whole day but there's No doorbell or door knock. No parcel or attempted delivery card left. Check at neighbours and nothing received there. Very unprofessional and would not recommend.,"Dec 23, 2021",AU
5,Great communication,Great communication. Parcel arrived earlier even at this busy Christmas time.,"Dec 21, 2021",US
5,Using Sendle is fast & easy,Using Sendle is fast & easy. Save you the trip & from the long lines at the post office especially during this holiday season. Prices are reasonable too!,"Dec 21, 2021",US
5,Shipping,On time easy to pack print and ship and drop off at post office no wait no line andShipped on time in less than. 4 days I will never wait on another line again 💯way to go sendle!!!!!!!,"Dec 20, 2021",US
5,FULL SIZE SAMPLE ❤️❤️❤️❤️❤️,"Omg this sampler was amazing a full size product. I used it right away after receiving it in the mail..to tell u the truth I don't remember ordering this one here. But so glad I did. From the packaging to the post card to the reusable sponge I was in love I will definitely recommend this clay face mask to family, friends and social media also. This is a. True and honest review. Thank u so much again for being a very professional company and the bad ass sample.❤️❤️❤️💯💯🔥🔥🔥","Dec 20, 2021",US
5,Fast and excellent tracking service ! Great 👍🏻,Fast and excellent tracking service. Thanks 👍🏻,"Dec 19, 2021",PR
5,Got it in a flash!,"Easy, fast delivery!!  I am most impressed!!","Dec 18, 2021",US
1,No care and no responsibility taken.,"I have had 3 parcels sent to me with Sendle in the last 3 weeks. All 3 supposedly delivered but I could not find them. I lodged missing parcel enquiries. One turned up a week later, the other two were advised lost. Over $400 worth of goods missing. Sendle cannot provide proof of delivery and say they don’t have to! They referred me back to the sender, although parcels were scanned through depot and have going missing in transit. Trying to talk to someone from Sendle is like trying to talk to the Queen! Will never use them or recommend them.","Dec 16, 2021",AU
5,My items arrived quickly,My items arrived quickly.  I had never heard of Sendle before but I have now and I highle recommend it.  Very affordable.,"Dec 14, 2021",US
5,Sendle was easy to use and their prices…,Sendle was easy to use and their prices are very competitive to other shipping carriers.,"Dec 14, 2021",US
1,Why bother,The company I purchased from has made the mistake of using sendle. Apparently my business has been closed for the last two weeks - news to me ! 4 times the parcel has been 'out for delivery' and four times it finds its way back to the depot. No text no email .The parcel says leave at door but no the sendle courier cannot read or never left the depot.... why bother. I will not be buying from that company again... unless they change couriers...,"Dec 14, 2021",AU
5,Quick delivery,Quick delivery! Perfect condition!!! Thank you so much!,"Dec 13, 2021",US
1,Horrible Mailing Company!!! Don’t use it!,"They like to dumb parcels outside secured buildings literally on a street because for some reason delivery person doesn’t contact concierge of the building to open the door neither actual receiver, and not even trying to call intercom (full address of the apartment number is provided).Sadly, another company I ordered stuff from uses Sendle so I kind of already knew what to expect and of course it meant to happen! Not a surprise anymore but of course with a cherry on top and my parcel is most likely stolen now…So Sendle sent me an email on the 9th of December saying that the parcel was delivered but I actually never received it at all and lodge a complain with them now - still waiting for a response.Also, one time they dumb another one of my parcels outside on a street near the door in front of the apartment building besides that we have a concierge who could open the door but also I was home for the whole day that day but the delivery person didn’t even try calling intercom, he/she just left my items outside on a street where random people could steal it, luckily my husband came home and picked it up from outside (that time I thought, okay things happen and it’s not stollen so I decided not to report it). BUT now it’s getting really annoying. Sendle is very irresponsible company, the delivery people just don’t care if anyone steals parcels. Well, this time I couldn’t sit quiet, everyone needs to know what this company does.I’m not sure why companies still use their mailing services as they have quite bad reviews on google and other review online platforms, and seems people have the same problem like I have now. Horrible mailing company, if you have a business, don't upset your customers, don’t use this Sendle company please. You better of paying extra but send it with care and you will have happy consumers. Just disgusting how Sendle has no care at all.","Dec 13, 2021",AU
5,Amazing step-by-step travel from east…,Amazing step-by-step travel from east coast to west coast!,"Dec 11, 2021",US
5,Serene Serum!,"My new serum is so beautiful!  The serum's fragrance is so sweet and calming.  I love my new spoon - it is so different in my spa collection of skin care items. It fits perfectly in the cloth sack.I am looking forward to my first application this evening!And I am keep the box it was packaged in - I can use it for other stuff!The delivery was prompt and efficient!Love, Myra","Dec 11, 2021",US
5,Best prices,Best prices; Best service; Easy Use -- HIGHLY RECOMMEND!,"Dec 09, 2021",US
5,Driver positioned package so it wasn't…,Driver positioned package so it wasn't visible from street.Very smart!,"Dec 08, 2021",US
5,I'm pleasantly surprised by the quality…,"I'm pleasantly surprised by the quality of Sendle's service. I thought that since the prices were essentially the same as Shippo or directly with the USPS, I wouldn't prefer it for our small business. However, I have been experiencing terrible tracking information and lost packages with Shippo and the USPS (which is very difficult for our small business and customers). And whenever I have shipped with Sendle, I've received consistent, reliable package delivery information, and very pleasant delivery speeds in comparison with the USPS.","Dec 08, 2021",US
5,The shirts are top quality and the…,The shirts are top quality and the graphics are great! Service ic exceptional. Tracking perfect!,"Dec 07, 2021",US
5,The packages  arrived earlier than the…,The packages  arrived earlier than the expected day. Great service,"Dec 07, 2021",US
5,As expected,"My order came in faster then I expected and is exactly what I ordered, thank you","Dec 07, 2021",US
5,I have never experienced a delivery…,I have never experienced a delivery service that was as efficient as Sendle.I knew where my package was all the time.,"Dec 07, 2021",US
5,Great service,"Ordered a gift package to be sent from Pennsylvania to a relative in Florida. Was very worried if it would get there without problems going that distance. Much to my surprise, I was updated on the delivery throughout and the package arrived without any issue. Very happy with my service!!","Dec 07, 2021",US
5,This was my very first time using…,"This was my very first time using Sendle and as a small business of one, I must say the process from start to finish was a breeze. It was easy to register, to create the shipping label and send my package. I immediately received a confirmation when my package arrived to its destination. I am quite pleased and can’t wait to send more packages to clients!","Dec 07, 2021",US
5,This is the fastest I've ever received…,This is the fastest I've ever received a package for a product ordered online. I'm very happy.,"Dec 06, 2021",US
5,This was really easy to use!,This was really easy to use and a bit cheaper than I would've paid. Very happy!,"Dec 05, 2021",US
5,Great company that REALLY delivers on time!!,"I must say, that even during this time of Covid, Senle delivers quickly and sufficiently.  Unfortunately, I no longer trust the US Postal service and there are hardly anyone you can trust with sending your packages or mail but Sendle scores 5 stars with me and I am going to look into using them for myself in the future.  Keep up the great work Senle!!","Dec 04, 2021",US
1,Absolutely the worst shipping company EVER.,"Absolutely the worst shipping company out there.  Tracking is worse than a joke, it is non-existent.  According to their website, my package has not moved in a week.  The sender is 475 miles from my front door; the US Post would have it here in two days.","Dec 04, 2021",US
5,I’m very happy the package was more…,"I’m very happy the package was more than on time, it was early unexpected, very well pack and the product nicely treated. Thanks, love it!!!","Dec 02, 2021",PR
1,Worst postage service in Australia,Has been almost a week and a half to send a parcel 50 kilometres and apparently they have still not picked it up from the drop off hub. Avoid using sendle at ALL COSTS,"Dec 02, 2021",AU
5,Great Service!!,"I found the item I wanted with a great price & free shipping.  Had it in just a few days.  The final lap of the delivery was thru USPS and it was delivered right to my doorstep at the same time as my mail.   Everything was packaged well, all items were included as ordered.  No problems at all!  I will use them again.","Dec 01, 2021",US
5,We love Sendle for the ease of use and…,We love Sendle for the ease of use and better shipping rates we get. We also love the carbon neutral offset. We can't wait to have them link up with Wix in the future.,"Nov 29, 2021",US
1,Parcel Headache,"Bought of Ebay, package sent via Sendle, three times they tried to deliver, three times I said please just leave the parcel if not home, three times I gave them my address and phone number now they say address incorrect and package going back to sender. Plus the tracking system said the parcel was damaged.In this modern day of technology you would think a GPS would have helped. They have no phone number to call or depot to pick up items from all is done by txt.","Nov 29, 2021",AU
1,Terrible pick up service,"Booked three individual boxes as you couldn’t book a quantity of boxes.  One got picked up next day leaving the other two.  All going to same place.  It took four email contacts as you can’t speak to anyone directly,  each time being told would get picked up next day.  Parcels were left outside repeatedly for two weeks before finally they were picked up.  It was raining every day while it was undercover the moisture seeped in and the garments inside are now musty.  There lack of having a real person to talk to means you waste days and weeks trying to sort it out.","Nov 28, 2021",AU
5,Great job!,Great job! Will definitely do business with Sendle in the future.,"Nov 28, 2021",US
5,Speedy delivery and great price.will…,Speedy delivery and great price.will surely ship again.,"Nov 27, 2021",US
1,Stay away from this sendle,Stay away from this sendle. Lost my 1500 phone while posting as eBay sell. Either it didn't record the delivery or courier driver just stole it. Will never use them again.,"Nov 26, 2021",AU
1,Lost my family's Xmas presents.,"I sent a box full of Christmas presents with Sendle in late October (got myself organised early for once given that postage is so delayed everywhere). Expected delivery time was 2-3 weeks (it's a regional destination and it's COVID times so whatever, that's just how it is.)It took 6 days after pickup from my doorstep for it even to appear as in transit with the tracking note ""Your parcel has arrived at the depot for delivery in the next available cycle"".That's unusual, not at all in line with the tracking I've had from every other parcel I've sent (including one two weeks earlier to the same destination). Those all updated after pickup with the message ""Transfer to xxxx"". This other update looks more like a note for when it reaches the destination depot, not the source. 10 hours later it gets another ""In transit"" update with no note. This is the last time any update appeared for this parcel.2 weeks later, the expected delivery window has completely passed and I launch a missing parcel enquiry. It takes 10 days for Sendle to perform their ""investigation process"" which I suspect is where they do mostly nothing while their website automatically moves a progress bar every day or 2 to give you the impression something is happening.At the end of the 10 day ""investigation"" the receiver is sent an email asking if they got the parcel, which obviously they did not. So Sendle notify me I'm getting a refund for the shipping (still yet to see the actual funds though). Thanks Sendle, very cool. Guess my family's not getting their presents this year. Based on the weird tracking, they're probably sitting under the pickup driver's tree.Safe to say I won't be using Sendle ever again.","Nov 26, 2021",AU
5,I had a great experience with Sendle,I had a great experience with Sendle. They kept me up to date with where my package was and when I would be receiving it. I highly recommend Sendle to everyone. Great job!!,"Nov 24, 2021",US
1,Small business must stay away from them,"They said we are covering up to 300$ but they wont accept responsibility at all.Before delivered the item they scanned as delivered and once the parcel lost they will not get responsiblity at all. We are small business and working with them for 2 years but last 2 months they went worse and worse, sending as proof as tiny image snap for mailbox and told me that they delivered parcel there but there is no parcel image or any visual signs. We been checked the CCTV for entire day( also our camera system are moving visual) and nobody show up to entire site but no respond and help team are super useless for your all logical questions about it, they were only says we are bounded to policy and no cover claiming for lost parcel. PARCEL DIDNT DELIVERED YOU GUYS LOST IT OR STOLE IT but scanned as delivered, actually great job to do, collect people parcel and take it for yourself and scanned as delivered from your device than survived .We will change to sendle from this months onwards( usually 200-250 parcel we were sending per month)","Nov 24, 2021",AU
