rating,title,text,date,processed_text
5,Awesome vest and looks great,"Keep up the great job the vests look awesome and love both of them I would recommend everyone to yall for their wrestling shirts,vest,etc","Mar 16, 2023",keep great job vest look awesome love would recommend everyone yall wrestling shirt vest etc
5,"""I ship through Sendle.""","I love Sendle's low competitive shipping rates and user friendly interface. Been using this service for quite some time now!""I ship through Sendle.""","Mar 16, 2023",love sendle low competitive shipping rate user friendly interface using service quite time ship sendle
5,Just what I needed,"Just what I needed, at a fair price, delivered as promised.","Mar 13, 2023",needed fair price delivered promised
5,This was an excellent experience,This was an excellent experience. Very satisfied.,"Mar 11, 2023",excellent experience satisfied
1,Unacceptable delivery location,"They delivered my package curbside, at the end of my driveway, for anyone who walks or drives by to see and freely take. I don't have a fence, gate or any other obstruction prohibiting safe delivery ON my property. There is no acceptable reason for it to be left curbside.","Mar 10, 2023",delivered package curbside end driveway anyone walk drive see freely take fence gate obstruction prohibiting safe delivery property acceptable reason left curbside
5,Darling dresses in perfect condition,Darling dresses in perfect condition! Thank you for shipping soo quickly! ❤️❤️,"Mar 9, 2023",darling dress perfect condition thank shipping soo quickly
1,slowest service ever!,"Product order created on the 22nd February, picked up on the 27th Feb(5 days AFTER created), and expected arrival is the 15th March, 3 weeks AFTER order created.  Parcel from NSW to QLD, it does not take 3 weeks!!  I've had parcel's sent from NZ and other countries by Economy and they have taken less time!  Slow service and will not be ordering from anyone online that uses Sendle as their delivery service!","Mar 8, 2023",product order created 22nd february picked 27th feb 5 day created expected arrival 15th march 3 week order created parcel nsw qld take 3 week parcel sent nz country economy taken less time slow service ordering anyone online us sendle delivery service
5,"Simple, beautiful & affordable","Sendle has been instrumental in our small business. We love the simplicity of their software, the design, and the prices are the best we've seen. They also have great customer service. We initially used a 3PL and with Sendle we've cut delivery times and prices by more than 50%.","Mar 7, 2023",sendle instrumental small business love simplicity software design price best seen also great customer service initially used 3pl sendle cut delivery time price 50
5,on point.,Very fast and tracking info on point.,"Mar 6, 2023",fast tracking info point
5,Easy and fast!,Fast and easy to use right in the Kidizen app!,"Mar 4, 2023",fast easy use right kidizen app
1,So it seems like Sendle are pretty…,"So it seems like Sendle are pretty solid in the US, but have been giving Aussies the 'short end of the stick'Basically, I sold an item on ebay valued 75 dollars,The package (using the label they provided on ebay) never got scanned at the store which was stated to be a hub ON their site, using a label printed provided by ebay.Suffice to say, they refused to honour their compensation policy (can't link so please google).","Mar 3, 2023",seems like sendle pretty solid u giving aussie end sold item ebay valued 75 dollar package using label provided ebay never got scanned store stated hub site using label printed provided say refused honour compensation policy ca link please google
1,DO NOT USE - THE WORST,"Sendle used to be great, I would use them for everything. Over the past twelve months, they are the worst company I have ever dealt with. If you sell via eBay Sendle delays sending the shipping information to the transport company, resulting in failed pickups. You contact Sendle online staff and they are useless. They are no longer based in Australia, and instead, you get the same lies and deception every single time. Most recently I sent a package from Brisbane to Darwin, it was not collected for four days due to Sendle failed systems and 28 days later the item still remains undelivered and Sendle has no idea where it is. Bypass Sendle and deal directly with the transport company when booking, Sendle is the worst business in Australia. After 33 days and Sendle state they have lost my parcel. It is important to remember that the reputation of good courier businesses like Couriers Please, who are very efficient, prompt, and courteous, are being tarnished by the incompetence of Sendle - Sendle are only a 'booking service' for couriers, they take the cream off the top and it is the courier companies that do all the work, whereas Sendle - employees all based overseas - steal money from Australian's and then take 33-days to tell you that they have lost your parcel. The amount of stress these pieces of human effluent inflict upon people is immense - DO NOT USE SENDLE, THEY ARE THE WORST, GO DIRECTLY TO COURIERS PLEASE. FASTWAY, ETCETERA, DO NOT DEAL WITH THESE GROSSLY INCOMPETENT people.","Mar 3, 2023",sendle used great would use everything past twelve month worst company ever dealt sell via ebay sendle delay sending shipping information transport company resulting failed pickup contact sendle online staff useless longer based australia instead get lie deception every single time recently sent package brisbane darwin collected four day due sendle failed system 28 day later item still remains undelivered sendle idea bypass sendle deal directly transport company booking sendle worst business australia 33 day sendle state lost parcel important remember reputation good courier business like courier please efficient prompt courteous tarnished incompetence sendle sendle service courier take cream top courier company work whereas sendle employee based overseas steal money australian take tell lost parcel amount stress piece human effluent inflict upon people immense use sendle worst go directly courier please fastway etcetera deal grossly incompetent people
5,They are so comfy!,They are so comfy!! And thank you for the gift! So sweet of you!!,"Mar 1, 2023",comfy thank gift sweet
5,This was the easiest shipping option…,"This was the easiest shipping option I've had in years! I created an account, created a shipping label, printed said label and paid all within a ten minute time period!Amazing! Where have you been all my life, lol??","Mar 1, 2023",easiest shipping option year created account created shipping label printed said label paid within ten minute time period amazing life lol
1,Scammers,"I sent a sutcase from QLD to WA for 40aud. I put the real measurements and liters (86l) following the oficila website where I bought the sutcase. After 2 days, they charged me extra 45 dollars becuase a laser machine took wrong measurements and then, the litres changed to 140!!I contacted them, I sent the Amazon ad where I bought it with the measurements and they said it would be checked by a person this time, but they did  nothing. After I got the sutcase (one week late btw), I took photos of the suitcase with a tape where it was possible to see the real measurements and I sent to them. All the time they said they will check it again blabla , but they did nothing after 2 weeks saying the same, so I got tired and I am writing this. The price is cheap yes, but it is because things like that","Mar 1, 2023",sent sutcase qld wa 40aud put real measurement liter 86l following oficila website bought sutcase 2 day charged extra 45 dollar becuase laser machine took wrong measurement litre changed 140 contacted sent amazon ad bought measurement said would checked person time nothing got sutcase one week late btw took photo suitcase tape possible see real measurement sent time said check blabla nothing 2 week saying got tired writing price cheap yes thing like
5,Good product great shipping good outfit 👍,Good product for the money 😹,"Feb 28, 2023",good product money
5,It was nice to be able to track my…,It was nice to be able to track my package. Delivered on time and safe!,"Feb 28, 2023",nice able track package delivered time safe
5,I was very happy about them getting…,I was very happy about them getting back to me and explaining how their shipping means and also getting my package to me.,"Feb 27, 2023",happy getting back explaining shipping mean also getting package
5,Dog memorial pictures,Everything is perfect. Product and delivery.,"Feb 25, 2023",everything perfect product delivery
5,Easier to use than other shipping…,"Easier to use than other shipping websites. Cheaper by far, automated updates. No fuss.","Feb 23, 2023",easier use shipping website cheaper far automated update fuss
5,I really had a great experience with Sendle,I really had a great experience with Sendle. My order arrived in great condition . They also let me know that my order had been delivered to my address by email and their tracking of my order was correct and was greatly appreciated. My order arrived earlier then was stated by Sendle which was great! I have no complaints against them!,"Feb 22, 2023",really great experience sendle order arrived great condition also let know order delivered address email tracking order correct greatly appreciated order arrived earlier stated sendle great complaint
5,Excellent service,"Received 2 days sooner than expected, the package was in great condition, and they delivered it right to my front door.","Feb 21, 2023",received 2 day sooner expected package great condition delivered right front door
1,Horrible parcel collection performance,I booked a delivery with them 7 days ago and their driver still hasn't picked up the parcel. All they have been doing is feeding me with lies that they will escalate this matter. And yet this has happened 6 times already out of 15 times that I shipped through them. Very frustrating with the low quality delivery service!,"Feb 21, 2023",booked delivery 7 day ago driver still picked parcel feeding lie escalate matter yet happened 6 time already 15 time shipped frustrating low quality delivery service
5,My experience with Sendle was great.,My experience with Sendle was great. I was happy to receive an email to let me know when my package would be delivered. It was also packed very well and arrived in a timely manner.,"Feb 21, 2023",experience sendle great happy receive email let know package would delivered also packed well arrived timely manner
1,absolute joke of a postal service,absolute joke of a postal servicedriver never came and after contacting customer service 8 times i had to post it myselfwon't ever be using sendle again,"Feb 20, 2023",absolute joke postal servicedriver never came contacting customer service 8 time post myselfwo ever using sendle
1,My package never arrived,My package never arrived. It was lost in transit. It's a 45 minute drive between where it was dropped off to my house! They only covered the cost of postage and not my items. They suck!,"Feb 20, 2023",package never arrived lost transit 45 minute drive dropped house covered cost postage item suck
1,sendle?... what a mess.,"i don't advise anybody to use this service. item was lost by sendle as soon as they received it. they are not contactable unless you open an account. they will not tell you who the 3rd party is that they give your goods to. tracking will just say ""goods handed to 3rd party for completion of delivery"". they do not advise of forwarding tracking numbers from 3rd party. they do not reply to correspondence by the receiver. all i got was a notification from the seller advising of a 72hr investigation which took 168hrs to complete. there is no way i will have anything sent via sendle again. order# 19-09569-36689placed 12/1/23sendle tracking # s32f22g","Feb 18, 2023",advise anybody use service item lost sendle soon received contactable unless open account tell 3rd party give good tracking say good handed 3rd party completion delivery advise forwarding tracking number 3rd party reply correspondence receiver got notification seller advising 72hr investigation took 168hrs complete way anything sent via sendle order tracking s32f22g
5,"Best, Most Cost-Effective Shipping Platform Ever!","I have an on-line retail store and have struggled with multiple shipping business, and platforms, but settled on Sendle. I have accounts with the USPS, FedEx, UPS, and more, but Snedle is by far the easiest, and has proven to be the most cost effective as well; by a long shot. Nothing more to say except ""I Love It!""","Feb 17, 2023",retail store struggled multiple shipping business platform settled sendle account usps fedex ups snedle far easiest proven cost effective well long shot nothing say except love
1,Sender and i both opened lost parcel…,Sender and i both opened lost parcel cases .Always late delivery. Scanning and tracking is rubbish - i think they like it that way to suit their delivery day preference . Parcels seem to sit somewhere between depots for a week or more .,"Feb 13, 2023",sender opened lost parcel case late delivery scanning tracking rubbish think like way suit delivery day preference parcel seem sit somewhere depot week
5,Worked with me on size that I needed,"Worked with me on size that I needed, excellent with communication.  Fast shipping, great packaging.","Feb 13, 2023",worked size needed excellent communication fast shipping great packaging
5,I only received a Partial Order,"I only received a Partial Order, and upon contacting the Business, they responded immediately and sent the rest of the Order within days! They gave me the Best Service.  I will always purchase my Products with this Company!","Feb 11, 2023",received partial order upon contacting business responded immediately sent rest order within day gave best service always purchase product company
1,Bit risky for my liking.,Ordered an eBay item on 16 Jan that was to be delivered by Sendel. Was notified on 24 Jan that parcel had been transferred to a third party to complete delivery. Nether the Seller nor I  have been able to locate the item since...let alone get a delivery estimate so I've had to organise a refund. My other two or three experiences with Sendel - as the buyer/receiver - have been excellent with very quick delivery times.,"Feb 10, 2023",ordered ebay item 16 jan delivered sendel notified 24 jan parcel transferred third party complete delivery nether seller able locate item since let alone get delivery estimate organise refund two three experience sendel excellent quick delivery time
5,Sendle is perfect for my small business!,"Sendle is so easy to use and has great prices for a small business like mine! I love how easy it is to log on and use my saved information to purchase & print the shipping label quickly and painlessly. Not to mention, my customers love how quickly they get their packages. Sendle has a long-time customer with me!!","Feb 8, 2023",sendle easy use great price small business like mine love easy log use saved information purchase print shipping label quickly painlessly mention customer love quickly get package sendle customer
5,Great service,Great service Highly recommend!,"Feb 8, 2023",great service highly recommend
5,I have been using sendle for about 2…,I have been using sendle for about 2 years. It is very easy to use and a great cost effective option. I love the new features like batch uploads and pick up!,"Feb 6, 2023",using sendle 2 year easy use great cost effective option love new feature like batch uploads pick
5,Quick delivery and so in love with tha…,Quick delivery and so in love with tha item I purchased thx so much ❤️,"Feb 4, 2023",quick delivery love tha item purchased thx much
5,Easy to use and great prices!,Setting up a Sendle account was very easy. The shipping fees are the best I've seen and the package was delivered super fast! I will 100% use Sendle any time my business needs to ship!,"Feb 3, 2023",setting sendle account easy shipping fee best seen package delivered super fast 100 use sendle time business need ship
5,Very satisfied customer,I was very pleased how fast my package got to me and I definitely recommend anyone to use this company for the future.I’m very very satisfied!Thank you!!,"Jan 31, 2023",pleased fast package got definitely recommend anyone use company satisfied thank
5,Love my embroidered Newfoundland…,"Love my embroidered Newfoundland picture! Very well done,,and delivery was amazingly fast!! Will order more as gifts!     Thank you","Jan 31, 2023",love embroidered newfoundland picture well done delivery amazingly fast order gift thank
5,Great Product - Well Made,We love it and it fits perfectly above Samson's bed.,"Jan 30, 2023",love fit perfectly samson bed
2,Unreliable and poor communication,"I find about 30% of my parcels don't get picked up on the scheduled day. Some parcels simply go days without getting picked up and this doesnt seem to register with Sendle at all. I don't get any communication or notifications from them. I might get one update that pickup was missed. Often the drivers claim they couldn't pick up the parcel but the parcel was waiting at the front door as instructed. I send complaints, and feedback requests but rarely hear back. It's hard to understand how  business like this can survive with such sloppy unprofessional service standards.","Jan 30, 2023",find 30 parcel get picked scheduled day parcel simply go day without getting picked doesnt seem register sendle get communication notification might get one update pickup missed often driver claim could pick parcel parcel waiting front door instructed send complaint feedback request rarely hear back hard understand business like survive sloppy unprofessional service standard
5,I love it,I love it! Sendle makes it easy to send packages from home without the trouble of going to the post office.,"Jan 30, 2023",love sendle make easy send package home without trouble going post office
1,If everything works then it's OK - in not avoid ...,"If everything works then it's OK. Where Sendle is a problem is if parcels sit uncollected for days (or weeks) or sit in delivery depots for days (or weeks) then all you get is delaying tactics and canned / meaningless replies. They have also recently become more expensive than AP for certain areas. Personally after sending 400 + parcels a year with them I'm moving to a direct account with another company that actually knows what ""customer service"" means.","Jan 27, 2023",everything work sendle problem parcel sit uncollected day week sit delivery depot day week get delaying tactic canned meaningless reply also recently become expensive ap certain area personally sending 400 parcel year moving direct account another company actually know customer service mean
5,Fast delivery at a great price@,"I looked through alot of microphones both on Ebay and @mazon... Found this to have the best price. Good length of cord. And a quality item...best of all; fast free delivery! Thank you, CZH.","Jan 27, 2023",looked alot microphone ebay mazon found best price good length cord quality item best fast free delivery thank czh
5,the website was easy to use to get the…,the website was easy to use to get the right part I needed. fast delivery at reasonable price.,"Jan 25, 2023",website easy use get right part needed fast delivery reasonable price
5,Cheetah Fedora Hat,Fast delivery most important and a FREE pair of cheetah earrings to match my hat🥰 super cute❤ love the way you packaged it so it would not get ruined in transit I will most definitely be ordering from this shop again thank you so much🖐,"Jan 24, 2023",fast delivery important free pair cheetah earring match super love way packaged would get ruined transit definitely ordering shop thank
5,Very quick delivery,Very quick delivery !   Wonderful service,"Jan 23, 2023",quick delivery wonderful service
5,Fast and reliable,Fast and reliable would definitely use again,"Jan 21, 2023",fast reliable would definitely use
5,Easy to use and economical,Easy to use and economical! Using Sendle has literally saved me hours of wasted time each month waiting in long post office lines to get packages out to my customers. I absolutely love it!! For the last year it has helped me reclaim my time!!,"Jan 21, 2023",easy use economical using sendle literally saved hour wasted time month waiting long post office line get package customer absolutely love last year helped reclaim time
5,Happy Camper,Super-fast delivery and the product as described.,"Jan 21, 2023",delivery product described
1,DO NOT use this company,"DO NOT use this company, they will lose your parcel. Everything about Sendle is terrible, from the poor parcel pick up to the inability to deliver parcels without losing them. I have had to use Sendle several times (not by choice) and 3 parcels have mysteriously disappeared. Save yourself the headache and pay that little bit extra for proper service.","Jan 20, 2023",use company lose parcel everything sendle terrible poor parcel pick inability deliver parcel without losing use sendle several time choice 3 parcel mysteriously disappeared save headache pay little bit extra proper service
1,My experience with Sendle has been farcical…,"My experience with Sendle has been unprofessional & unsatisfactory. My goods were dispatched and delivered to a completely different person and address. The customer service experience was awful. There is no way to actually ‘speak’ to a representative apart from through a chat box. Over a 2 week period I dealt with 4 different people who were unable to help me track down my parcel, or advise when it would be delivered. On four separate occasions I asked for the matter to be escalated and to speak to a supervisor but no-one was willing to speak to me. The supplier of the goods stepped in to try to resolve the farcical situation and organised a new delivery with AusPost which arrived today without incident. Sendle have still not answered my query or contacted me in any way. I was told I would receive an email which has never arrived. Instead, my online query just now says ‘case closed’. They created the problem and then wiped their hands of it without any customer resolution or satisfaction. Shocking customer service. Avoid like the plague.","Jan 19, 2023",experience sendle unprofessional unsatisfactory good dispatched delivered completely different person address customer service experience awful way actually speak representative apart chat box 2 week period dealt 4 different people unable help track parcel advise would delivered four separate occasion asked matter escalated speak supervisor willing speak supplier good stepped try resolve farcical situation organised new delivery auspost arrived today without incident sendle still answered query contacted way told would receive email never arrived instead online query say case closed created problem wiped hand without customer resolution satisfaction shocking customer service avoid like plague
1,Sendle is the worst,Day 3 and still no contact or pick up from @sendle. It was booked to be picked up on 17/1. I've tried messaging their website but the chat bot refers me to the FAQ- that's no help. The messages on Messenger are the same. I've emailed and got an automated response that they'll reply in 2 days!!Posted on their FB page and I get a reply saying that my area mustn't be serviced by them. I live in North Sydney so this is not true. This just shows how appalling their service is. Instead of asking me any details to resolve the complaint they make excuses. Mind you - they've charged me $26 for the pick up. I imagine they'll also ignore my messages for a refund!Absolutely worst service. No phone number to ring to get this resolved,"Jan 18, 2023",day 3 still contact pick sendle booked picked tried messaging website chat bot refers help message messenger emailed got automated response reply 2 day posted fb page get reply saying area must serviced live north sydney true show appalling service instead asking detail resolve complaint make excuse mind charged 26 pick imagine also ignore message refund absolutely worst service phone number ring get resolved
5,The service was fast and very accurate,The service was fast and very accurate!  No delays and very efficient.  I highly recommend it!,"Jan 18, 2023",service fast accurate delay efficient highly recommend
1,I WOULD DETER ANYONE OR ANY BUSINESS…,"I WOULD DETER ANYONE OR ANY BUSINESS FROM USING THIS SERVICE. Their so called - CUSTOMER SERVICE is practically non existent ……. I have been deterred, mislead, & deceived by this inferior company. I have tried to contact a manager several times to try & discuss about the discrepancy - but no manager has had the decency to reply back to me ……. my case has gone on for a nearly a month. Therefore, I am about to cancel my Sendle account.How do these companies survive ??SENDLE /EBAY PROMOTION first parcel free - Dec 2022 From December 22, I have been continually in contact with several SENDLE Customer Service chat staff members - in reference to a $10.95 REFUND. The refund - which I am entitled to - was promised to me back in December when I first spoke to a SENDLE Customer Service person - but I still haven't received the refund. In the meantime, I have spoken to other SENDLE staff members - but I have been given continual & misleading excuses in relation to the issue ... now Sendle are saying that it is up to EBAY to issue my refund. I have been in touch with EBAY & they have said that it is up to SENDLE to issue the refund.  Over the past 2 months, I have constantly tried every communication avenue to speak to Paul - The Sendle Customer Service Manager - but to no avail.UPDATE : Thank you Sendle, I appreciate your refund. This ongoing issue could have easily been avoided.","Updated Feb 28, 2023",would deter anyone business using service called customer service practically non existent deterred mislead deceived inferior company tried contact manager several time try discus discrepancy manager decency reply back case gone nearly month therefore cancel sendle company survive sendle promotion first parcel free dec 2022 december 22 continually contact several sendle customer service chat staff member reference refund refund entitled promised back december first spoke sendle customer service person still received refund meantime spoken sendle staff member given continual misleading excuse relation issue sendle saying ebay issue refund touch ebay said sendle issue refund past 2 month constantly tried every communication avenue speak paul sendle customer service manager thank sendle appreciate refund ongoing issue could easily avoided
1,Very very late 0 out of 5,Very very late. There is no way of contacting anyone. Australia post much quicker.,"Jan 16, 2023",late way contacting anyone australia post much quicker
1,Two out two packages lost in action,"Two out two packages sent to me by different sellers at different times lost in the system for weeks. Impossible to get any serious help. One has eventually turned up, the other still missing. Unbelievably bad.","Jan 16, 2023",two two package sent different seller different time lost system week impossible get serious help one eventually turned still missing unbelievably bad
1,Service is atrocious,"Service is atrocious. My previous experiences prior to December 22 have been excellent but this has drastically declined now.  I have had parcels sitting at a Qld hub for pickup for  both local and interstate delivery  for weeks.  Quick to take money for service they haven’t provided.  Very difficult to communicate with the company, response time is days if any at all.  Customers now wanting refunds.","Jan 16, 2023",service atrocious previous experience prior december 22 excellent drastically declined parcel sitting qld hub pickup local interstate delivery week quick take money service provided difficult communicate company response time day customer wanting refund
5,Easy to use & updates you along the way.,Easy to use and has multiple shipping options. After putting the label on you can drop off at your local post office for a Receipt or drop off at any USPS without a receipt. I loved the easy process and will be using again for my small business! -Woob Bloom. (on all socials).,"Jan 13, 2023",easy use multiple shipping option putting label drop local post office receipt drop usps without receipt loved easy process using small business bloom social
1,SENDERS DO NOT USE!,I dropped of packages on 22 December for collection by Sendle. Today is 10 January 2023 and the packages are still not collected and Sendle cannot provide a day by which the packages will be collected. This is ridiculous given they promise to deliver within 5-7 business days of the packages being dropped off. My packages havent been collected in over 4 weeks!! I will now need to refund my customers and lose over $2000 in sales because Sendle could not fufil their one job. I will not use this company again. Cheap fees for cheap service. Not worth your money.,"Jan 10, 2023",dropped package 22 december collection sendle today 10 january 2023 package still collected sendle provide day package collected ridiculous given promise deliver within business day package dropped package havent collected 4 week need refund customer lose 2000 sale sendle could fufil one job use company cheap fee cheap service worth money
5,Got my purchase in good shape and a timely manner.,Got my order in good shape and a timely manner.,"Jan 9, 2023",got order good shape timely manner
5,speedy delivery,Two days and delivered onSaturday.,"Jan 8, 2023",two day delivered onsaturday
1,My parcel was never collected,"My parcel was never collected. After 2 weeks of waiting and days of nagging, I have given up and will collect it from where I dropped it off and will post with another carrier. They are an absolute disgrace.","Jan 5, 2023",parcel never collected 2 week waiting day nagging given collect dropped post another carrier absolute disgrace
1,Absolutely trash service my parcel has…,"Absolutely trash service my parcel has been driving around onboard for delivery but it never gets delivered nor does an attempt to deliver, sendle does not care about their customers and they are killing small businesses. Don't recommend stay right away. I will have to ditch the businesses that use them.","Jan 4, 2023",absolutely trash service parcel driving around onboard delivery never get delivered attempt deliver sendle care customer killing small business recommend stay right away ditch business use
5,Fast shipping and EXCELLENT protection…,Fast shipping and EXCELLENT protection of the items inside with PLENTY of cushioning!  Large enough box to prevent crushing!,"Jan 4, 2023",fast shipping excellent protection item inside plenty cushioning large enough box prevent crushing
5,I love using Sendle,"I love using Sendle! When I mail a package, I don't want to spend a lot of time shopping around for the best price and speed for my mail. Sendle makes it easy by getting the shipment facts: departure and destination, size and weight. Then you choose how much you want to pay for an estimated time table and they provide the label for the carrier. It truly couldn't be easier to mail packages and get the best pricing!","Jan 1, 2023",love using sendle mail package want spend lot time shopping around best price speed mail sendle make easy getting shipment fact departure destination size weight choose much want pay estimated time table provide label carrier truly could easier mail package get best pricing
5,🥳🫶🫶,They delivered my package fast and kudos to the deliverer who went through pouring rain to get me my package,"Dec 31, 2022",delivered package fast kudos deliverer went pouring rain get package
5,5 STARS!!!!⭐️⭐️⭐️⭐️⭐️,I ABSOLUTELY LOVE THEM NOW...I ORDERED A SHIRT ON MONDAY DEC 26TH AND I LIVE IN NC ..IT WAS DELIVERED ON FRIDAY DECEMBER 30TH FROM UTAH...THATS PRETTY DAMN IMPRESSIVE!!!!!! A+++++ ⭐️⭐️⭐️⭐️⭐️😁😁😁😁😁😁😁,"Dec 31, 2022",absolutely love ordered shirt monday dec 26th live nc delivered friday december 30th utah thats pretty damn impressive
1,Zero common sense or service,"One star has been provided as the website won't let me leave zero.When my parcel failed to arrive after almost two weeks, I queried with Sendle only to find they had delivered it on Sunday.  My gates were wide open, and the family would have been heard and seen as we were all mowing and gardening.  The driver instead chose to leave the parcel in front of my mailbox (it's at the end of the driveway adjacent to the footpath), and took a photograph as evidence of delivery.  Oddly enough, a parcel sat next to the footpath on a main, busy street was stolen. Sendle takes no responsibility, and has suggested I provide instruction for their drivers in the future - apparently they have no issue with the location of the drop-off.  This was a Christmas present, and now I'm left with no parcel, no accountability from Sendle, and a flat refusal to compensate me. Customer 'service' was extremely difficult to use, and their communication style relies on accusing the customer of wrong-doing.This was my first experience of the company and I'll never use them again.","Dec 24, 2022",one star provided website wo let leave parcel failed arrive almost two week queried sendle find delivered sunday gate wide open family would heard seen mowing gardening driver instead chose leave parcel front mailbox end driveway adjacent footpath took photograph evidence delivery oddly enough parcel sat next footpath main busy street stolen sendle take responsibility suggested provide instruction driver future apparently issue location christmas present left parcel accountability sendle flat refusal compensate customer extremely difficult use communication style relies accusing customer first experience company never use
4,Made shipping my packages easy,Made shipping my packages easy. One star off because they did not pick up my package like they were supposed to. I took them to the post office. But I'm able to track them and it's cheaper to use Sendle than USPS.,"Dec 23, 2022",made shipping package easy one star pick package like supposed took post office able track cheaper use sendle usps
1,Incredibly difficult to get a hold of…,"Incredibly difficult to get a hold of someone to help. Despite the fact that I've had to continuously reschedule a pickup and no one ever shows up is super frustrating. I tried to find a number to call but they don't seem to have one (mind you they will call you when you initially start an account to try and push you over the line and convince you of their services) but after that forget it, service is trash! i left messages through their online help portal which have been left unanswered to this very day. extremely disappointed. not only is it damaging their reputation, but also my business reputation as customers get angry their packages are not showing up and then I have to fork out a refund due to Sendles negligence.STAY AWAY, THIS COMPANY IS TERRIBLE.","Dec 23, 2022",incredibly difficult get hold someone help despite fact continuously reschedule pickup one ever show super frustrating tried find number call seem one mind call initially start account try push line convince service forget service trash left message online help portal left unanswered day extremely disappointed damaging reputation also business reputation customer get angry package showing fork refund due sendles away company terrible
5,"Good, on time Service","This is my first experience with Sendle.  The package was delivered well within the time promised, in fact one day early.  I was frequently informed of the tracking information which was assuring during the Xmas rush.  Good service.","Dec 21, 2022",first experience sendle package delivered well within time promised fact one day early frequently informed tracking information assuring xmas rush good service
1,sendle is terrible,"sendle is terrible. no customer service packages lost. this isnt the first it happens, but they have no customer service, they are a virtual company. just terrible.","Dec 21, 2022",sendle terrible customer service package lost isnt first happens customer service virtual company terrible
1,Don't waste your time,Honestly if I could give this delivery service a 0 I would I order something on 12/09 and it has not arrived yet. It's been about 2 weeks for a simple order. It was supposed to be here within 3 to 4 days. I will never use this delivery service again. STAY AWAY FOR THIS DELIVERY SERVICE. Poor customer service and auto responses for robots.,"Dec 21, 2022",honestly could give delivery service 0 would order something arrived yet 2 week simple order supposed within 3 4 day never use delivery service stay away delivery service poor customer service auto response robot
5,the ease online to create a shipping…,the ease online to create a shipping label,"Dec 21, 2022",ease online create shipping label
1,Parcel Never Showed Up,"Parcel shows up in Tracking as being 'In Transit' and 'Parcel arrived at depot'.  It has been sitting there for over a month and the Sendle Messenger is all automated (Robotic responses).  No person to help and no care by Sendle.  DON'T USE SENDLE.  This is the second time this has happened.  Last time, it took 4.5 months for a package to be delivered from NSW to Qld.  Not good.","Dec 21, 2022",parcel show tracking transit arrived depot sitting month sendle messenger automated robotic response person help care sendle use sendle second time happened last time took month package delivered nsw qld good
5,Always a great experience with Sendle,Always a great experience with Sendle.  I wouldn’t use any other service!!,"Dec 21, 2022",always great experience sendle use service
5,I received my package on time,I received my package on time. It was a small package but wes left next to my door in an inconspicuous way and I picked it up when I got home with no issues. So happy to receive this order!,"Dec 20, 2022",received package time small package wes left next door inconspicuous way picked got home issue happy receive order
5,This was the best shipping experience,This was the best shipping experience! I received notifications that were timely and accurate. And I loved getting the delivered notification without having to chase it down myself. Straight to my inbox. Easy peasy!,"Dec 20, 2022",best shipping experience received notification timely accurate loved getting delivered notification without chase straight inbox easy peasy
5,Affordable shipping I love sendle,Affordable shipping I use sendle for shipping magnificentwax.com our company loves Sendle,"Updated Dec 20, 2022",affordable shipping use sendle shipping company love sendle
1,Christmas pickup,"We had 16 parcels for Christmas pickup before the cutoff dates. One full week later they are still waiting to be picked up. All we get is auto chat bot answers saying how busy they are at this time of year, and they will prioritize. Its all bad. Ill never use them again. Aust post much more reliable.","Dec 20, 2022",16 parcel christmas pickup cutoff date one full week later still waiting picked get auto chat bot answer saying busy time year prioritize bad ill never use aust post much reliable
5,The tracking system is fantastic to…,"The tracking system is fantastic to follow, informing me where the delivery is at.  The notification of the parcel when delivered to ensure the parcel is safely received.  The delivery is completed within the expected period of time.  Great work Sendle!","Dec 17, 2022",tracking system fantastic follow informing delivery notification parcel delivered ensure parcel safely received delivery completed within expected period time great work sendle
5,Two days from California to Delaware!,Two days from California to Delaware!! That's 3000 miles away!! I can't get stuff from next door that quick!! Love Sendle and Eyescream!,"Dec 17, 2022",two day california delaware 3000 mile away ca get stuff next door quick love sendle eyescream
5,Santa came early.,They were right on time. Kept my package 📦 safe and intacted. Thank you for all that you do to deliver are items safely to us. Merry Christmas 🎅 🎄.,"Dec 17, 2022",right time kept package safe intacted thank deliver item safely u merry christmas
1,The parcel never showed up,The parcel never showed up. Some random person signed on my parcel and claim it is delivered at late night! after 11pm!!! What a joke! I bought something supplements for my puppy! she is suffering and no clues where my parcel is! Stay away from them!!! such a bad experience before Xmas!!! I got CCTV evidence to show they never came to the building! big liars!!!!,"Dec 17, 2022",parcel never showed random person signed parcel claim delivered late night 11pm joke bought something supplement puppy suffering clue parcel stay away bad experience xmas got cctv evidence show never came building big liar
